ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,Column1,quality
2703,8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,0,6
2704,7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,0,6
2705,6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2,0,5
2706,6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2,0,5
2707,8.2,0.26,0.33,2.6,0.053,11,71,0.99402,2.89,0.49,9.5,0,5
2708,8.3,0.25,0.33,2.5,0.053,12,72,0.99404,2.89,0.48,9.5,0,5
2709,6,0.26,0.15,1.2,0.053,35,124,0.99347,3.08,0.46,8.8,0,5
2710,7.5,0.28,0.78,12.1,0.041,53,161,0.99838,2.98,0.44,8.7,0,5
2711,7.5,0.27,0.79,11.95,0.04,51,159,0.99839,2.98,0.44,8.7,0,5
2712,7,0.28,0.32,1.7,0.038,27,128,0.99375,3.2,0.62,10.2,0,6
2713,5.2,0.16,0.34,0.8,0.029,26,77,0.99155,3.25,0.51,10.1,0,6
2714,6.8,0.34,0.1,1.4,0.049,29,118,0.9936,3.21,0.41,9.5,0,5
2715,7.6,0.25,0.34,1.3,0.056,34,176,0.99434,3.1,0.51,9.5,0,5
2716,8.8,0.24,0.23,10.3,0.032,12,97,0.99571,3.13,0.4,10.7,0,6
2717,6,0.29,0.21,15.55,0.043,20,142,0.99658,3.11,0.54,10.1,0,6
2718,7.4,0.56,0.09,1.5,0.071,19,117,0.99496,3.22,0.53,9.8,0,5
2719,6.8,0.29,0.49,1.4,0.142,52,148,0.9937,3.08,0.49,9,0,6
2720,6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,0,6
2721,6.6,0.24,0.3,13,0.052,18,143,0.99825,3.37,0.49,9.4,0,6
2722,6.8,0.32,0.3,1,0.049,22,113,0.99289,3.24,0.61,10.2,0,5
2723,6.4,0.37,0.37,4.85,0.041,39.5,216.5,0.99432,3.1,0.5,9.8,0,6
2724,6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5,0,6
2725,6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,0,6
2726,6.4,0.3,0.16,7.5,0.05,55,191,0.9959,3.17,0.49,9,0,5
2727,8,0.28,0.32,7.6,0.045,61,204,0.99543,3.1,0.55,10.1,0,6
2728,6.7,0.24,0.32,10.3,0.079,37,122,0.99662,3.02,0.45,8.8,0,5
2729,7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,0,6
2730,7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,0,6
2731,6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,0,6
2732,7.7,0.39,0.49,7.7,0.036,11,110,0.9966,3.33,0.76,10,0,6
2733,6,0.2,0.24,5.3,0.075,49,201,0.99466,3.21,0.43,9.5,0,5
2734,6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,0,6
2735,7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,0,4
2736,7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,0,4
2737,6.3,0.18,0.22,1.5,0.043,45,155,0.99238,3.19,0.48,10.2,0,5
2738,8.6,0.23,0.25,11.3,0.031,13,96,0.99645,3.11,0.4,10.8,0,5
2739,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,0,5
2740,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,0,5
2741,6.9,0.26,0.31,7,0.039,37,175,0.99376,3.32,0.49,11.4,0,6
2742,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,0,5
2743,6.4,0.31,0.4,6.4,0.039,39,191,0.99513,3.14,0.52,9.8,0,5
2744,8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,0,4
2745,8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,0,4
2746,8.5,0.3,0.28,3.1,0.054,54,174,0.99543,3.21,0.43,9.4,0,6
2747,7.4,0.4,0.41,14.1,0.053,37,194,0.99886,3.2,0.63,9.4,0,6
2748,6.6,0.32,0.34,7.7,0.044,63,212,0.99526,3.22,0.48,9.7,0,6
2749,6.6,0.26,0.25,11.6,0.045,45,178,0.99691,3.33,0.43,9.8,0,6
2750,8,0.27,0.57,10.4,0.053,18,134,0.99732,3.12,0.68,9,0,5
2751,6.2,0.28,0.45,7.5,0.045,46,203,0.99573,3.26,0.46,9.2,0,6
2752,6.2,0.3,0.49,11.2,0.058,68,215,0.99656,3.19,0.6,9.4,0,6
2753,5.6,0.175,0.29,0.8,0.043,20,67,0.99112,3.28,0.48,9.9,0,6
2754,6.9,0.34,0.36,1.4,0.032,13,145,0.99214,3.07,0.52,9.8,0,5
2755,7.1,0.32,0.29,4,0.038,33,170,0.99463,3.27,0.64,10.2,0,6
2756,7.3,0.51,0.29,11.3,0.034,61,224,0.99683,3.14,0.56,9.5,0,6
2757,6.3,0.24,0.55,8.1,0.04,67,216,0.99596,3.24,0.5,9.2,0,5
2758,7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,0,5
2759,8.2,0.2,0.38,3.5,0.053,41,174,0.99306,3.22,0.41,11.6,0,5
2760,7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,0,5
2761,7.3,0.16,0.35,1.5,0.036,29,108,0.99342,3.27,0.51,10.2,0,6
2762,6.4,0.16,0.37,1.5,0.037,27,109,0.99345,3.38,0.5,9.8,0,6
2763,6.6,0.42,0.13,12.8,0.044,26,158,0.99772,3.24,0.47,9,0,5
2764,5.8,0.3,0.12,1.6,0.036,57,163,0.99239,3.38,0.59,10.5,0,6
2765,6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,0,4
2766,6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,0,4
2767,6.4,0.22,0.3,11.2,0.046,53,149,0.99479,3.21,0.34,10.8,0,5
2768,9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,0,6
2769,6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,0,6
2770,5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,0,6
2771,5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,0,6
2772,6.2,0.27,0.18,1.5,0.028,20,111,0.99228,3.41,0.5,10,0,5
2773,9,0.29,0.34,12.1,0.03,34,177,0.99706,3.13,0.47,10.6,0,5
2774,9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,0,6
2775,8.9,0.27,0.34,10.7,0.029,19.5,166,0.99669,3.13,0.48,10.6,0,5
2776,6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,0,6
2777,6.9,0.32,0.3,1.8,0.036,28,117,0.99269,3.24,0.48,11,0,6
2778,7.2,0.22,0.24,1.4,0.041,17,159,0.99196,3.25,0.53,11.2,0,6
2779,6.7,0.5,0.38,7.5,0.046,26,175,0.99662,3.32,0.54,9.6,0,5
2780,6.2,0.33,0.14,4.8,0.052,27,128,0.99475,3.21,0.48,9.4,0,5
2781,6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,0,6
2782,7.5,0.2,0.47,16.9,0.052,51,188,0.99944,3.09,0.62,9.3,0,5
2783,6.2,0.33,0.14,4.8,0.052,27,128,0.99475,3.21,0.48,9.4,0,5
2784,6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,0,6
2785,6.6,0.36,0.52,11.3,0.046,8,110,0.9966,3.07,0.46,9.4,0,5
2786,7.6,0.23,0.64,12.9,0.033,54,170,0.998,3,0.53,8.8,0,5
2787,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,0,5
2788,6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,0,6
2789,6.9,0.28,0.22,10,0.052,36,131,0.99696,3.08,0.46,9.6,0,5
2790,6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,0,6
2791,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,0,5
2792,6.6,0.41,0.16,1.4,0.037,28,160,0.99167,2.95,0.45,10.6,0,6
2793,7.3,0.37,0.16,14.9,0.048,59,240,0.99902,3.13,0.45,8.9,0,5
2794,6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,0,5
2795,6.8,0.28,0.36,7,0.043,60,207,0.99556,3.16,0.49,9.6,0,6
2796,6.6,0.24,0.24,8.6,0.034,25,135,0.99582,3.33,0.59,10.3,0,6
2797,6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,0,5
2798,7,0.16,0.32,1.1,0.032,29,80,0.98972,3.23,0.36,12.1,0,6
2799,7,0.14,0.28,1.3,0.026,10,56,0.99352,3.46,0.45,9.9,0,5
2800,6.3,0.34,0.36,4.9,0.035,31,185,0.9946,3.15,0.49,9.7,0,5
2801,6.8,0.26,0.24,1.9,0.043,70,154,0.99273,3.18,0.52,10.5,0,5
2802,6.7,0.17,0.42,10.4,0.038,85,182,0.99628,3.04,0.44,8.9,0,6
2803,6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4,0,5
2804,6.7,0.25,0.36,8.6,0.037,63,206,0.99553,3.18,0.5,9.6,0,5
2805,6.4,0.28,0.56,1.7,0.156,49,106,0.99354,3.1,0.37,9.2,0,6
2806,7.7,0.3,0.26,18.95,0.053,36,174,0.99976,3.2,0.5,10.4,0,5
2807,5.1,0.14,0.25,0.7,0.039,15,89,0.9919,3.22,0.43,9.2,0,6
2808,7.2,0.615,0.1,1.4,0.068,25,154,0.99499,3.2,0.48,9.7,0,4
2809,6.9,0.13,0.28,13.3,0.05,47,132,0.99655,3.34,0.42,10.1,0,6
2810,7.3,0.32,0.29,1.5,0.038,32,144,0.99296,3.2,0.55,10.8,0,5
2811,6.3,0.21,0.29,11.7,0.048,49,147,0.99482,3.22,0.38,10.8,0,5
2812,8.2,0.52,0.34,1.2,0.042,18,167,0.99366,3.24,0.39,10.6,0,5
2813,7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,0,5
2814,6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,0,6
2815,7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,0,5
2816,6.9,0.32,0.27,16,0.034,58,185,0.99938,3.34,0.6,9,0,6
2817,6.2,0.26,0.32,15.3,0.031,64,185,0.99835,3.31,0.61,9.4,0,5
2818,6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,0,6
2819,7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,0,6
2820,7.2,0.2,0.36,2.5,0.028,22,157,0.9938,3.48,0.49,10.6,0,6
2821,8.9,0.26,0.33,8.1,0.024,47,202,0.99558,3.13,0.46,10.8,0,6
2822,7.5,0.25,0.32,8.2,0.024,53,209,0.99563,3.12,0.46,10.8,0,6
2823,7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,0,6
2824,6.3,0.27,0.46,11.1,0.053,44,177,0.99691,3.18,0.67,9.4,0,5
2825,6.5,0.3,0.39,7.8,0.038,61,219,0.9959,3.19,0.5,9.4,0,5
2826,6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,0,5
2827,6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,0,5
2828,6.6,0.35,0.35,6,0.063,31,150,0.99537,3.1,0.47,9.4,0,6
2829,6.5,0.28,0.28,20.4,0.041,40,144,1.0002,3.14,0.38,8.7,0,5
2830,6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,0,5
2831,6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,0,5
2832,4.5,0.19,0.21,0.95,0.033,89,159,0.99332,3.34,0.42,8,0,5
2833,7,0.24,0.24,9,0.03,42,219,0.99636,3.47,0.46,10.2,0,6
2834,5.8,0.6,0,1.3,0.044,72,197,0.99202,3.56,0.43,10.9,0,5
2835,5.9,0.445,0.26,1.4,0.027,23,109,0.99148,3.3,0.36,10.5,0,6
2836,6.8,0.44,0.2,16,0.065,61,186,0.99884,3.13,0.45,8.6,0,5
2837,7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,0,5
2838,8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,0,5
2839,8.2,0.32,0.26,2.1,0.062,26,87,0.98974,3.1,0.47,12.8,0,6
2840,7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,0,5
2841,8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,0,5
2842,7.5,0.13,0.38,1.1,0.023,42,104,0.99112,3.28,0.53,11.8,0,6
2843,9.2,0.14,0.37,1.1,0.034,36,84,0.99136,3.05,0.55,11.6,0,6
2844,7.4,0.2,0.37,1.2,0.028,28,89,0.99132,3.14,0.61,11.8,0,6
2845,6.1,0.15,0.35,15.8,0.042,55,158,0.99642,3.24,0.37,10.6,0,5
2846,7.6,0.23,0.4,5.2,0.066,14,91,0.99488,3.17,0.8,9.7,0,5
2847,8.1,0.33,0.22,5.2,0.047,24,151,0.99527,3.22,0.47,10.3,0,5
2848,7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,0,6
2849,5.8,0.15,0.28,0.8,0.037,43,127,0.99198,3.24,0.51,9.3,0,5
2850,6.6,0.23,0.29,14.45,0.057,29,144,0.99756,3.33,0.54,10.2,0,6
2851,7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,0,6
2852,7,0.34,0.39,6.9,0.066,43,162,0.99561,3.11,0.53,9.5,0,5
2853,6.4,0.68,0.26,3.4,0.069,25,146,0.99347,3.18,0.4,9.3,0,5
2854,6.4,0.28,0.27,11,0.042,45,148,0.99786,3.14,0.46,8.7,0,5
2855,6.9,0.4,0.22,5.95,0.081,76,303,0.99705,3.4,0.57,9.4,0,5
2856,6.8,0.19,0.23,5.1,0.034,71,204,0.9942,3.23,0.69,10.1,0,5
2857,7.1,0.23,0.24,5.4,0.039,60,196,0.9948,3.19,0.78,10,0,4
2858,7.1,0.15,0.34,1,0.033,27,73,0.98974,3.24,0.41,12.2,0,6
2859,6.7,0.33,0.34,6.6,0.067,35,156,0.99542,3.11,0.48,9.3,0,6
2860,7.2,0.3,0.26,1.5,0.041,46,178,0.99154,3.19,0.56,11.3,0,6
2861,7,0.23,0.33,1,0.043,46,110,0.99118,3.04,0.65,10.8,0,6
2862,8.3,0.4,0.41,8.2,0.05,15,122,0.9979,3.39,0.49,9.3,0,5
2863,9.6,0.655,0.21,2,0.039,21,120,0.99188,3,1,12.6,0,6
2864,6.8,0.26,0.4,7.5,0.046,45,179,0.99583,3.2,0.49,9.3,0,5
2865,7.9,0.37,0.31,2.85,0.037,5,24,0.9911,3.19,0.36,11.9,0,6
2866,7.6,0.1,0.33,1,0.031,33,93,0.99094,3.06,0.68,11.2,0,6
2867,6.2,0.25,0.31,3.2,0.03,32,150,0.99014,3.18,0.31,12,0,6
2868,7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,0,5
2869,7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,0,6
2870,8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,0,6
2871,7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,0,6
2872,7.6,0.32,0.25,9.5,0.03,15,136,0.99367,3.1,0.44,12.1,0,6
2873,7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,0,5
2874,6.6,0.21,0.29,1.8,0.026,35,128,0.99183,3.37,0.48,11.2,0,6
2875,8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,0,6
2876,6.6,0.24,0.38,8,0.042,56,187,0.99577,3.21,0.46,9.2,0,5
2877,7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,0,6
2878,7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,0,6
2879,6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,0,6
2880,6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,0,6
2881,6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,0,6
2882,6.7,0.23,0.25,1.6,0.036,28,143,0.99256,3.3,0.54,10.3,0,6
2883,6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,0,6
2884,5.7,0.23,0.28,9.65,0.025,26,121,0.9925,3.28,0.38,11.3,0,6
2885,6.5,0.22,0.5,16.4,0.048,36,182,0.99904,3.02,0.49,8.8,0,6
2886,7,0.18,0.37,1.5,0.043,16,104,0.99216,3.18,0.5,10.8,0,5
2887,6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,0,6
2888,6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,0,6
2889,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,0,5
2890,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,0,5
2891,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,0,5
2892,6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4,0,6
2893,6.7,0.26,0.39,6.4,0.171,64,200,0.99562,3.19,0.38,9.4,0,6
2894,7.5,0.28,0.39,10.2,0.045,59,209,0.9972,3.16,0.63,9.6,0,6
2895,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,0,5
2896,6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,0,6
2897,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,0,5
2898,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,0,5
2899,5.6,0.2,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10,0,5
2900,6.4,0.21,0.44,7.4,0.045,47,182,0.9957,3.24,0.46,9.1,0,5
2901,6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,0,6
2902,6.8,0.24,0.37,7.45,0.043,59,188,0.99579,3.2,0.5,9.4,0,6
2903,7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1,0,6
2904,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,0,5
2905,6.8,0.16,0.29,10.4,0.046,59,143,0.99518,3.2,0.4,10.8,0,6
2906,5.2,0.28,0.29,1.1,0.028,18,69,0.99168,3.24,0.54,10,0,6
2907,7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,0,6
2908,8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3,0,5
2909,7.5,0.26,0.25,1.7,0.038,29,129,0.99312,3.45,0.56,10.4,0,6
2910,7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,0,6
2911,6.9,0.23,0.32,16.4,0.045,62,153,0.9972,3.22,0.42,10.5,0,5
2912,5.3,0.2,0.31,3.6,0.036,22,91,0.99278,3.41,0.5,9.8,0,6
2913,6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,0,6
2914,6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,0,6
2915,6.8,0.3,0.22,6.2,0.06,41,190,0.99858,3.18,0.51,9.2,0,5
2916,7.9,0.51,0.36,6.2,0.051,30,173,0.9984,3.09,0.53,9.7,0,5
2917,7.9,0.51,0.34,2.6,0.049,13,135,0.99335,3.09,0.51,10,0,5
2918,7.1,0.29,0.28,9.3,0.048,50,141,0.9949,3.13,0.49,10.3,0,6
2919,6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,0,6
2920,6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,0,6
2921,6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,0,5
2922,6.3,0.2,0.19,12.3,0.048,54,145,0.99668,3.16,0.42,9.3,0,6
2923,6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,0,5
2924,8,0.23,0.28,2.7,0.048,49,165,0.9952,3.26,0.72,9.5,0,6
2925,6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,0,6
2926,6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,0,6
2927,7,0.34,0.3,1.8,0.045,44,142,0.9914,2.99,0.45,10.8,0,6
2928,7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,0,6
2929,7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,0,6
2930,6.8,0.17,0.36,1.4,0.036,38,108,0.99006,3.19,0.66,12,0,6
2931,7.1,0.43,0.3,6.6,0.025,15,138,0.99126,3.18,0.46,12.6,0,6
2932,5.9,0.17,0.28,0.7,0.027,5,28,0.98985,3.13,0.32,10.6,0,5
2933,6.6,0.34,0.18,6.4,0.082,47,240,0.9971,3.42,0.48,9.2,0,5
2934,8.6,0.33,0.34,11.8,0.059,42,240,0.99882,3.17,0.52,10,0,6
2935,5.6,0.12,0.26,4.3,0.038,18,97,0.99477,3.36,0.46,9.2,0,5
2936,5.8,0.13,0.26,5.1,0.039,19,103,0.99478,3.36,0.47,9.3,0,6
2937,7.7,0.18,0.35,5.8,0.055,25,144,0.99576,3.24,0.54,10.2,0,6
2938,7.7,0.16,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2,0,6
2939,6,0.26,0.15,1.3,0.06,51,154,0.99354,3.14,0.51,8.7,0,5
2940,7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,0,5
2941,7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,0,6
2942,7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,0,6
2943,6.4,0.27,0.29,10.8,0.028,17,118,0.99356,3.18,0.37,11.2,0,6
2944,6.9,0.16,0.37,1.8,0.034,36,95,0.98952,2.93,0.59,12,0,6
2945,7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,0,6
2946,7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,0,6
2947,7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,0,5
2948,6.3,0.2,0.24,1.7,0.052,36,135,0.99374,3.8,0.66,10.8,0,6
2949,7.6,0.2,0.36,1.9,0.043,24,111,0.99237,3.29,0.54,11.3,0,6
2950,6.7,0.2,0.37,1.65,0.025,42,103,0.99022,3.11,0.45,11.4,0,5
2951,6.2,0.235,0.34,1.9,0.036,4,117,0.99032,3.4,0.44,12.2,0,5
2952,7.8,0.965,0.6,65.8,0.074,8,160,1.03898,3.39,0.69,11.7,0,6
2953,7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,0,6
2954,7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,0,6
2955,7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,0,6
2956,6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,0,5
2957,8,0.3,0.36,11,0.034,8,70,0.99354,3.05,0.41,12.2,0,6
2958,6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,0,5
2959,6.9,0.4,0.42,6.2,0.066,41,176,0.99552,3.12,0.54,9.4,0,5
2960,6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4,0,5
2961,7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,0,6
2962,6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,0,5
2963,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,0,5
2964,6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,0,5
2965,6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,0,5
2966,6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,0,5
2967,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,0,5
2968,5.6,0.15,0.31,5.3,0.038,8,79,0.9923,3.3,0.39,10.5,0,6
2969,7.3,0.2,0.26,1.6,0.04,36,123,0.99238,3.34,0.44,10.8,0,6
2970,7.5,0.17,0.71,11.8,0.038,52,148,0.99801,3.03,0.46,8.9,0,5
2971,7.5,0.18,0.72,9.6,0.039,53,151,0.99802,3.03,0.46,8.9,0,5
2972,7,0.27,0.48,6.1,0.042,60,184,0.99566,3.2,0.5,9.4,0,6
2973,7.4,0.3,0.32,1.7,0.03,23,128,0.9929,3.17,0.66,10.9,0,5
2974,6.7,0.16,0.34,1.6,0.026,27,109,0.9934,3.34,0.58,10.1,0,6
2975,6.6,0.36,0.24,0.9,0.038,15,72,0.99066,3.23,0.39,11,0,5
2976,7.2,0.17,0.41,1.6,0.052,24,126,0.99228,3.19,0.49,10.8,0,5
2977,6,0.11,0.47,10.6,0.052,69,148,0.9958,2.91,0.34,9.3,0,4
2978,6,0.21,0.34,2,0.042,63,123,0.99052,3.44,0.42,11.4,0,6
2979,6.7,0.325,0.82,1.2,0.152,49,120,0.99312,2.99,0.38,9.2,0,5
2980,6.6,0.4,0.46,6.2,0.056,42,241,0.9968,3.5,0.6,9.9,0,5
2981,6.5,0.2,0.24,9.2,0.044,25,150,0.99502,3.22,0.44,10.5,0,5
2982,7.6,0.27,0.34,5,0.04,18,56,0.99084,3.06,0.48,12.4,0,6
2983,7.2,0.26,0.4,6.3,0.047,52,172,0.99573,3.18,0.53,9.5,0,6
2984,6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,0,6
2985,6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,0,6
2986,7.1,0.26,0.32,16.2,0.044,31,170,0.99644,3.17,0.37,11.2,0,5
2987,6.6,0.22,0.34,11.6,0.05,59,140,0.99526,3.22,0.4,10.8,0,5
2988,6.6,0.45,0.43,7.2,0.064,31,186,0.9954,3.12,0.44,9.4,0,5
2989,6.6,0.17,0.3,1.1,0.031,13,73,0.99095,3.17,0.58,11,0,6
2990,6.2,0.15,0.27,1.4,0.041,51,117,0.9909,3.28,0.38,11.2,0,6
2991,6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,0,6
2992,6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,0,6
2993,7.3,0.26,0.3,9.3,0.05,35,154,0.99581,3.21,0.5,10.4,0,6
2994,6.5,0.37,0.33,3.5,0.036,23,92,0.99136,3.18,0.38,11.2,0,6
2995,5.5,0.375,0.38,1.7,0.036,17,98,0.99142,3.29,0.39,10.5,0,6
