ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,Column1
4350,7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2,0
4351,7.6,0.35,0.47,13.3,0.037,42,116,0.99822,3.04,0.5,9.2,0
4352,5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,0
4353,6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,0
4354,5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,0
4355,5.5,0.23,0.19,2.2,0.044,39,161,0.99209,3.19,0.43,10.4,0
4356,6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,0
4357,7,0.24,0.24,1.8,0.047,29,91,0.99251,3.3,0.43,9.9,0
4358,6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,0
4359,5.3,0.47,0.1,1.3,0.036,11,74,0.99082,3.48,0.54,11.2,0
4360,7.5,0.29,0.24,9.9,0.058,25,115,0.99567,3.15,0.46,10.9,0
4361,6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,0
4362,6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,0
4363,5.8,0.32,0.23,1.5,0.033,39,121,0.9887,2.96,0.35,12,0
4364,5.8,0.3,0.23,1.5,0.034,37,121,0.98871,2.96,0.34,12.1,0
4365,3.8,0.31,0.02,11.1,0.036,20,114,0.99248,3.75,0.44,12.4,0
4366,6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,0
4367,6.9,0.52,0.54,7.9,0.036,23,169,0.99267,3.26,0.47,12.2,0
4368,7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,0
4369,5.8,0.2,0.16,1.4,0.042,44,99,0.98912,3.23,0.37,12.2,0
4370,6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,0
4371,5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,0
4372,7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4,0
4373,6.6,0.21,0.3,9.9,0.041,64,174,0.995,3.07,0.5,10.1,0
4374,6.9,0.42,0.2,15.4,0.043,57,201,0.99848,3.08,0.54,9.4,0
4375,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,0
4376,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,0
4377,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,0
4378,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,0
4379,7.2,0.22,0.35,5.5,0.054,37,183,0.99474,3.08,0.5,10.3,0
4380,5.6,0.18,0.29,2.3,0.04,5,47,0.99126,3.07,0.45,10.1,0
4381,6.2,0.24,0.27,16.8,0.04,48,129,0.99691,3.23,0.38,10.5,0
4382,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,0
4383,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,0
4384,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,0
4385,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,0
4386,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,0
4387,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,0
4388,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,0
4389,7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,0
4390,7,0.2,0.33,4.7,0.03,25,76,0.99202,2.88,0.54,10.5,0
4391,6.6,0.26,0.27,11.8,0.048,28,112,0.99606,2.87,0.49,9.7,0
4392,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,0
4393,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,0
4394,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,0
4395,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,0
4396,7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8,0
4397,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,0
4398,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,0
4399,7,0.2,0.35,8.8,0.037,31,103,0.99388,3.13,0.49,11,0
4400,5.6,0.26,0,10.2,0.038,13,111,0.99315,3.44,0.46,12.4,0
4401,6.3,0.28,0.3,6.6,0.208,60,154,0.99478,3.1,0.4,9.4,0
4402,6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4,0
4403,7.2,0.34,0.23,8.9,0.105,22,155,0.99692,3.01,0.58,9.5,0
4404,7.1,0.39,0.39,11.1,0.034,25,204,0.99616,3.05,0.52,10,0
4405,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,0
4406,6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,0
4407,5.9,0.25,0.24,7.4,0.044,21,113,0.99462,3.38,0.58,10.5,0
4408,6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,0
4409,6.2,0.26,0.29,2,0.036,16,87,0.99081,3.33,0.61,11.8,0
4410,6.6,0.34,0.25,4.8,0.038,16,121,0.99198,3.36,0.71,12.6,0
4411,5.6,0.225,0.24,9.8,0.054,59,140,0.99545,3.17,0.39,10.2,0
4412,7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12,0
4413,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,0
4414,6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,0
4415,7.2,0.585,0.2,10.4,0.086,17,94,0.99681,3.13,0.4,9.4,0
4416,6.4,0.26,0.35,7.7,0.056,45,191,0.99527,3.16,0.5,9.5,0
4417,6.3,0.28,0.22,11.5,0.036,27,150,0.99445,3,0.33,10.6,0
4418,8.4,0.27,0.3,2.2,0.037,36,129,0.99085,2.89,0.3,11.46666667,0
4419,5.9,0.2,0.28,1,0.043,45,100,0.99033,3.4,0.41,11.4,0
4420,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,0
4421,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,0
4422,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,0
4423,6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98,0
4424,6.4,0.23,0.26,8.1,0.054,47,181,0.9954,3.12,0.49,9.4,0
4425,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,0
4426,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,0
4427,7.4,0.27,0.52,15.7,0.054,36,139,0.99788,3.04,0.62,10.03333333,0
4428,5.7,0.28,0.35,1.2,0.052,39,141,0.99108,3.44,0.69,11.3,0
4429,5.8,0.22,0.25,1.5,0.024,21,109,0.99234,3.37,0.58,10.4,0
4430,6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,0
4431,7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,0
4432,6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,0
4433,7.6,0.31,0.52,13.2,0.042,61,148,0.99839,2.98,0.47,9.1,0
4434,7.2,0.34,0.28,10.4,0.108,43,187,0.99738,2.96,0.57,9.4,0
4435,7,0.36,0.25,5.7,0.015,14,73,0.98963,2.82,0.59,13.2,0
4436,6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,0
4437,7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,0
4438,7.4,0.16,0.3,1.4,0.064,34,166,0.99136,3.11,0.42,11.43333333,0
4439,6.4,0.31,0.27,7.4,0.049,48,169,0.99323,3.27,0.45,11.1,0
4440,6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,0
4441,6.2,0.29,0.29,5.6,0.046,35,178,0.99313,3.25,0.51,10.53333333,0
4442,5.9,0.28,0.34,3.6,0.04,50,194,0.9912,3.31,0.52,11.6,0
4443,6.5,0.23,0.2,7.5,0.05,44,179,0.99504,3.18,0.48,9.533333333,0
4444,7.2,0.34,0.2,5.8,0.062,52,203,0.99461,3.17,0.44,9.8,0
4445,7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,0
4446,6.5,0.2,0.33,1.5,0.039,36,110,0.99008,3.22,0.65,12,0
4447,6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,0
4448,7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,0
4449,6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.93333333,0
4450,6.3,0.19,0.33,10.1,0.063,63,133,0.99561,2.86,0.41,9.1,0
4451,5.9,0.29,0.28,3.2,0.035,16,117,0.98959,3.26,0.42,12.6,0
4452,7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,0
4453,6.5,0.3,0.28,11.45,0.041,29,109,0.99418,2.98,0.3,10.9,0
4454,6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.93333333,0
4455,6.5,0.22,0.19,4.5,0.096,16,115,0.9937,3.02,0.44,9.6,0
4456,7,0.23,0.28,2.7,0.053,16,92,0.99372,3.18,0.56,9.3,0
4457,7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.36666667,0
4458,6.1,0.26,0.28,1.7,0.043,24,98,0.98918,3.14,0.44,12.5,0
4459,6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,0
4460,6,0.32,0.32,4.8,0.041,40,186,0.99235,3.22,0.54,11,0
4461,6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,0
4462,6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,0
4463,6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,0
4464,6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,0
4465,5.7,0.31,0.29,7.3,0.05,33,143,0.99332,3.31,0.5,11.06666667,0
4466,6.4,0.3,0.27,5,0.058,27,151,0.99198,3.22,0.49,12.2,0
4467,7,0.24,0.26,1.7,0.041,31,110,0.99142,3.2,0.53,11,0
4468,6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,0
4469,6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,0
4470,6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,0
4471,6,0.27,0.31,5,0.043,54,170,0.9924,3.28,0.52,11,0
4472,7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,0
4473,6.7,0.26,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3,0
4474,6.3,0.28,0.22,9.5,0.04,30,111,0.99338,3.05,0.31,10.8,0
4475,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,0
4476,7.3,0.22,0.37,15.5,0.048,70,203,0.99899,3.25,0.77,9.4,0
4477,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,0
4478,6.4,0.18,0.28,17.05,0.047,53,139,0.99724,3.25,0.35,10.5,0
4479,6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,0
4480,6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,0
4481,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,0
4482,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,0
4483,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,0
4484,6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,0
4485,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,0
4486,7.1,0.38,0.29,13.6,0.041,30,137,0.99461,3.02,0.96,12.1,0
4487,6.8,0.43,0.26,5.2,0.043,40,176,0.99116,3.17,0.41,12.3,0
4488,5.2,0.22,0.46,6.2,0.066,41,187,0.99362,3.19,0.42,9.733333333,0
4489,5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,0
4490,5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,0
4491,6.3,0.19,0.32,2.8,0.046,18,80,0.99043,2.92,0.47,11.05,0
4492,5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,0
4493,5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.733333333,0
4494,6.3,0.305,0.22,16,0.061,26,141,0.99824,3.08,0.5,9.1,0
4495,5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75,0
4496,6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,0
4497,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,0
4498,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,0
4499,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,0
4500,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,0
4501,6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,0
4502,6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,0
4503,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,0
4504,6.1,0.22,0.5,6.6,0.045,30,122,0.99415,3.22,0.49,9.9,0
4505,6.2,0.21,0.52,6.5,0.047,28,123,0.99418,3.22,0.49,9.9,0
4506,6.3,0.32,0.26,12.3,0.044,24,205,0.99611,3.11,0.58,9.9,0
4507,6.9,0.44,0.27,5,0.038,33,166,0.99124,3.2,0.42,12.2,0
4508,6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,0
4509,8.1,0.36,0.59,13.6,0.051,60,134,0.99886,2.96,0.39,8.7,0
4510,6.6,0.38,0.28,2.8,0.043,17,67,0.98924,3.21,0.47,13.2,0
4511,6.7,0.24,0.26,5.4,0.03,15,94,0.99045,3.15,0.38,12.7,0
4512,6.9,0.56,0.26,10.9,0.06,55,193,0.9969,3.21,0.44,9.4,0
4513,7.2,0.24,0.24,1.7,0.045,18,161,0.99196,3.25,0.53,11.2,0
4514,6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.33333333,0
4515,6.7,0.28,0.28,4.5,0.051,14,92,0.99224,3.36,0.58,11.9,0
4516,6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.35,0
4517,6.1,0.21,0.19,1.4,0.046,51,131,0.99184,3.22,0.39,10.5,0
4518,7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,0
4519,6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,0
4520,6.6,0.27,0.25,1.2,0.033,36,111,0.98918,3.16,0.37,12.4,0
4521,6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,0
4522,7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,0
4523,5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,0
4524,5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,0
4525,4.4,0.46,0.1,2.8,0.024,31,111,0.98816,3.48,0.34,13.1,0
4526,6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,0
4527,7.3,0.3,0.25,2.5,0.045,32,122,0.99329,3.18,0.54,10.3,0
4528,6.4,0.28,0.22,12.8,0.039,51,150,0.99535,3.23,0.43,10.7,0
4529,6.9,0.29,0.25,12.2,0.04,29,136,0.99552,3.05,0.65,10.4,0
4530,6.3,0.3,0.19,7.7,0.049,47,184,0.99514,3.22,0.48,9.5,0
4531,6.3,0.39,0.22,2.8,0.048,53,173,0.99304,3.24,0.45,9.8,0
4532,6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,0
4533,6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,0
4534,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,0
4535,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,0
4536,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,0
4537,5.9,0.22,0.18,6.4,0.041,28,120,0.99403,3.27,0.5,9.9,0
4538,6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,0
4539,7.7,0.28,0.24,2.4,0.044,29,157,0.99312,3.27,0.56,10.6,0
4540,7.1,0.42,0.2,2.8,0.038,28,109,0.98968,3.23,0.47,13.4,0
4541,6.7,0.32,0.32,1.7,0.031,31,114,0.98946,3.12,0.35,12.5,0
4542,6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,0
4543,6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,0
4544,6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,0
4545,6.3,0.25,0.27,6.6,0.054,40,158,0.99378,3.2,0.48,10.3,0
4546,6.2,0.21,0.24,1.2,0.051,31,95,0.99036,3.24,0.57,11.3,0
4547,6.4,0.23,0.27,2.1,0.042,35,100,0.99094,3.03,0.63,10.9,0
4548,4.7,0.145,0.29,1,0.042,35,90,0.9908,3.76,0.49,11.3,0
4549,6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,0
4550,7,0.28,0.28,1.4,0.039,12,83,0.99173,3.18,0.65,11.1,0
4551,7.1,0.36,0.2,1.6,0.271,24,140,0.99356,3.11,0.63,9.8,0
4552,5.7,0.25,0.22,9.8,0.049,50,125,0.99571,3.2,0.45,10.1,0
4553,5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,0
4554,6,0.2,0.38,1.3,0.034,37,104,0.98865,3.11,0.52,12.7,0
4555,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,0
4556,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,0
4557,6,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,0
4558,5.9,0.22,0.45,22.6,0.12,55,122,0.99636,3.1,0.35,12.8,0
4559,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,0
4560,6.2,0.3,0.33,3.5,0.037,37,155,0.98987,3.18,0.37,12.4,0
4561,5.8,0.28,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.55,0
4562,5.8,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,0
4563,6.7,0.31,0.33,2,0.033,12,74,0.99064,3.29,0.65,12.5,0
4564,6.4,0.15,0.25,7.8,0.05,13,68,0.99394,3.16,0.4,9.9,0
4565,6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,0
4566,6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,0
4567,6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,0
4568,5.8,0.3,0.33,3.5,0.033,25,116,0.99057,3.2,0.44,11.7,0
4569,6.1,0.28,0.23,4.2,0.038,13,95,0.98898,2.97,0.7,13.1,0
4570,6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,0
4571,6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,0
4572,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,0
4573,6.8,0.23,0.39,16.1,0.053,71,194,0.9988,3.18,0.64,10.2,0
4574,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,0
4575,6.3,0.29,0.3,8.1,0.212,60,150,0.9958,3.1,0.4,9.3,0
4576,6.8,0.2,0.25,6.2,0.052,22,106,0.9935,3.09,0.54,10.8,0
4577,5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2,0
4578,7.8,0.27,0.33,2.4,0.053,36,175,0.992,3.2,0.55,11,0
4579,6.6,0.54,0.21,16.3,0.055,41,182,0.9986,3.35,0.54,10.4,0
4580,7.1,0.25,0.31,2.3,0.05,32,156,0.9914,3.14,0.51,11.4,0
4581,6.5,0.32,0.23,8.5,0.051,20,138,0.9943,3.03,0.42,10.7,0
4582,6.4,0.28,0.23,6,0.051,50,162,0.994,3.15,0.52,10.2,0
4583,6.6,0.19,0.28,1.1,0.044,38,100,0.9904,3.22,0.69,11.2,0
4584,5.1,0.305,0.13,1.75,0.036,17,73,0.99,3.4,0.51,12.33333333,0
4585,5.8,0.26,0.3,2.6,0.034,75,129,0.9902,3.2,0.38,11.5,0
4586,6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5,0
4587,6.8,0.33,0.3,2.1,0.047,35,147,0.9886,3.24,0.56,13.4,0
4588,6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,0
4589,6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,0
4590,6.8,0.4,0.29,2.8,0.044,27,97,0.9904,3.12,0.42,11.2,0
4591,6.1,0.4,0.18,9,0.051,28.5,259,0.9964,3.19,0.5,8.8,0
4592,7.1,0.28,0.26,2.8,0.039,50,118,0.9908,3.06,0.59,11.2,0
4593,6.2,0.32,0.32,2.2,0.036,15,70,0.9899,3.16,0.48,12.7,0
4594,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,0
4595,9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,0
4596,5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,0
4597,5.8,0.31,0.31,7.5,0.052,55,230,0.9949,3.19,0.46,9.8,0
4598,6.3,0.36,0.2,2,0.048,48,191,0.9929,3.17,0.51,9.6,0
4599,9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,0
4600,6.7,0.18,0.25,14.3,0.048,79,149,0.9975,3.12,0.37,9.7,0
4601,6.6,0.16,0.25,9.8,0.049,59.5,137,0.995,3.16,0.38,10,0
4602,5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,0
4603,5.8,0.27,0.22,12.7,0.058,42,206,0.9946,3.32,0.38,12.3,0
4604,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,0
4605,6.4,0.37,0.19,3.5,0.068,18,101,0.9934,3.03,0.38,9,0
4606,7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,0
4607,7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,0
4608,7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,0
4609,5.8,0.12,0.21,1.3,0.056,35,121,0.9908,3.32,0.33,11.4,0
4610,6.1,0.25,0.18,10.5,0.049,41,124,0.9963,3.14,0.35,10.5,0
4611,6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4,0
4612,7.3,0.26,0.53,12.7,0.047,60.5,156,0.9984,3.06,0.45,9.1,0
4613,7.3,0.28,0.54,12.9,0.049,62,152,0.9984,3.06,0.45,9.1,0
4614,8.3,0.18,0.37,1.2,0.049,6,94,0.9937,3.18,0.52,10.1,0
4615,7.1,0.09,0.3,6.2,0.032,24,134,0.993,2.99,0.39,10.9,0
4616,8.3,0.14,0.36,8.8,0.026,13,60,0.9956,3.13,0.35,11.05,0
4617,5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,0
4618,6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,0
4619,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,0
4620,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,0
4621,5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,0
4622,6.3,0.25,0.53,1.8,0.021,41,101,0.989315,3.19,0.31,13,0
4623,6.5,0.2,0.31,2.1,0.033,32,95,0.989435,2.96,0.61,12,0
4624,5.9,0.29,0.32,1.4,0.022,17,47,0.9899,3.35,0.35,11.5,0
4625,6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5,0
4626,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,0
4627,6.8,0.23,0.33,1.9,0.047,20,101,0.9914,3.1,0.46,11.1,0
4628,7,0.23,0.32,1.8,0.048,25,113,0.9915,3.11,0.47,11.1,0
4629,6.4,0.55,0.26,9.6,0.027,20,104,0.9924,3.22,0.73,13.1,0
4630,5.7,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,0
4631,6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,0
4632,6.8,0.45,0.3,11.8,0.094,23,97,0.997,3.09,0.44,9.6,0
4633,6.1,0.2,0.4,1.9,0.028,32,138,0.9914,3.26,0.72,11.7,0
4634,6.1,0.37,0.46,12,0.042,61,210,0.997,3.17,0.59,9.7,0
4635,5.9,0.21,0.23,7.9,0.033,22,130,0.9944,3.38,0.59,10.9,0
4636,5.4,0.27,0.22,4.6,0.022,29,107,0.98889,3.33,0.54,13.8,0
4637,6,0.26,0.26,2.2,0.035,10,72,0.989465,3.11,0.48,12.15,0
4638,5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,0
4639,8.6,0.36,0.26,11.1,0.03,43.5,171,0.9948,3.03,0.49,12,0
4640,5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,0
4641,6.4,0.3,0.27,4.4,0.055,17,135,0.9925,3.23,0.44,12.2,0
4642,6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4,0
4643,5.8,0.29,0.15,1.1,0.029,12,83,0.9898,3.3,0.4,11.4,0
4644,6.8,0.32,0.23,3.3,0.026,31,99,0.9896,3.1,0.4,12.4,0
4645,5.9,0.3,0.29,1.1,0.036,23,56,0.9904,3.19,0.38,11.3,0
4646,6.3,0.15,0.34,11.4,0.05,25,96,0.99754,3.21,0.49,10,0
4647,6,0.2,0.26,14.7,0.045,53,125,0.998365,2.99,0.69,9.4,0
4648,5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,0
4649,6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,0
4650,6.3,0.37,0.51,6.3,0.048,35,146,0.9943,3.1,1.01,10.5,0
4651,6.4,0.23,0.37,7.9,0.05,60,150,0.99488,2.86,0.49,9.3,0
4652,5.9,0.34,0.25,2,0.042,12,110,0.99034,3.02,0.54,11.4,0
4653,5,0.33,0.23,11.8,0.03,23,158,0.99322,3.41,0.64,11.8,0
4654,5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,0
